Height/width [cm];Load (UDL) [kN];Displ. [cm];Beam lenght [m]
62.74633;12.549266;0.20278;6.274633
60.023613;12.004723;0.185751;6.002361
74.56872;14.913744;0.285381;7.456872
57.55267;11.510534;0.170944;5.755267
93.724781;18.744956;0.449115;9.372478
63.423984;12.684797;0.207134;6.342398
75.385873;15.077175;0.291611;7.538587
83.185635;16.637127;0.354459;8.318563
73.89865;14.77973;0.280323;7.389865
73.536896;14.707379;0.277611;7.35369
57.494304;11.498861;0.170602;5.74943
61.375934;12.275187;0.194116;6.137593
98.575816;19.715163;0.496445;9.857582
64.454771;12.890954;0.213846;6.445477
95.704591;19.140918;0.468145;9.570459
70.210333;14.042067;0.253291;7.021033
61.189753;12.237951;0.192953;6.118975
63.216731;12.643346;0.205797;6.321673
65.943244;13.188649;0.223727;6.594324
52.543269;10.508654;0.142812;5.254327
72.401732;14.480346;0.269187;7.240173
84.95;16.99;0.369525;8.495
64.972837;12.994567;0.21726;6.497284
56.24621;11.249242;0.163364;5.624621
93.461053;18.692211;0.44661;9.346105
50.181509;10.036302;0.130426;5.018151
58.612058;11.722412;0.177217;5.861206
69.166526;13.833305;0.24589;6.916653
56.948263;11.389653;0.167416;5.694826
50.013293;10.002659;0.129565;5.001329
70.225126;14.045025;0.253397;7.022513
90.620964;18.124193;0.420076;9.062096
76.684159;15.336832;0.301647;7.668416
60.78778;12.157556;0.190455;6.078778
70.219906;14.043981;0.25336;7.021991
57.637297;11.527459;0.171441;5.76373
65.941856;13.188371;0.223718;6.594186
99.249531;19.849906;0.503205;9.924953
97.182488;19.436498;0.482608;9.718249
70.584925;14.116985;0.255974;7.058493
82.258849;16.45177;0.34667;8.225885
63.413289;12.682658;0.207065;6.341329
64.222744;12.844549;0.212326;6.422274
52.549877;10.509975;0.142848;5.254988
63.67547;12.735094;0.208762;6.367547
50.82268;10.164536;0.133733;5.082268
88.729315;17.745863;0.402854;8.872932
78.272069;15.654414;0.314153;7.827207
70.500267;14.100053;0.255367;7.050027
64.970454;12.994091;0.217244;6.497045
74.5069;14.90138;0.284913;7.45069
59.891371;11.978274;0.184943;5.989137
81.418506;16.283701;0.339683;8.141851
83.348348;16.66967;0.355835;8.334835
78.854955;15.770991;0.318807;7.885495
77.79633;15.559266;0.310379;7.779633
95.050776;19.010155;0.461817;9.505078
68.32251;13.664502;0.239985;6.832251
64.091616;12.818323;0.211469;6.409162
93.543272;18.708654;0.44739;9.354327
54.811926;10.962385;0.155239;5.481193
56.219348;11.24387;0.163209;5.621935
76.237371;15.247474;0.298174;7.623737
73.885358;14.777072;0.280223;7.388536
53.311769;10.662354;0.146964;5.331177
66.873341;13.374668;0.230015;6.687334
84.691774;16.938355;0.3673;8.469177
87.788035;17.557607;0.394418;8.778804
94.234865;18.846973;0.45398;9.423486
88.067294;17.613459;0.396911;8.806729
54.268477;10.853695;0.152215;5.426848
61.940222;12.388044;0.19766;6.194022
66.034243;13.206849;0.224339;6.603424
95.358318;19.071664;0.464788;9.535832
70.28442;14.056884;0.253821;7.028442
58.988444;11.797689;0.179473;5.898844
70.727256;14.145451;0.256997;7.072726
62.42296;12.484592;0.200718;6.242296
92.57074;18.514148;0.438204;9.257074
92.638373;18.527675;0.43884;9.263837
61.452194;12.290439;0.194593;6.145219
80.339989;16.067998;0.330819;8.033999
98.666259;19.733252;0.49735;9.866626
91.97781;18.395562;0.432651;9.197781
75.506393;15.101279;0.292535;7.550639
60.333756;12.066751;0.187653;6.033376
59.202458;11.840492;0.180762;5.920246
93.335811;18.667162;0.445422;9.333581
81.932826;16.386565;0.343951;8.193283
92.423576;18.484715;0.436823;9.242358
62.586521;12.517304;0.20176;6.258652
97.619347;19.523869;0.486925;9.761935
85.157914;17.031583;0.371321;8.515791
53.639216;10.727843;0.148751;5.363922
65.772999;13.1546;0.222586;jun.73
76.039501;15.2079;0.296642;7.60395
87.175917;17.435183;0.388981;8.717592
90.337387;18.067477;0.417471;9.033739
99.238108;19.847622;0.50309;9.923811
96.802129;19.360426;0.478864;9.680213
66.130906;13.226181;0.224989;6.613091
50.94128;10.188256;0.134349;5.094128
84.037204;16.807441;0.361691;8.40372
82.432973;16.486595;0.348127;8.243297
60.701977;12.140395;0.189924;6.070198
62.566677;12.513335;0.201633;6.256668
93.857128;18.771426;0.450375;9.385713
86.060188;17.212038;0.379166;8.606019
63.063928;12.612786;0.204815;6.306393
69.866511;13.973302;0.250841;6.986651
57.069074;11.413815;0.168118;5.706907
82.627816;16.525563;0.34976;8.262782
75.751769;15.150354;0.294422;7.575177
71.453243;14.290649;0.262248;7.145324
82.091078;16.418216;0.345269;8.209108
74.471937;14.894387;0.284648;7.447194
57.553089;11.510618;0.170946;5.755309
84.259562;16.851912;0.363592;8.425956
98.378965;19.675793;0.494478;9.837896
92.978013;18.595603;0.442039;9.297801
57.670883;11.534177;0.171638;5.767088
91.355963;18.271193;0.426865;9.135596
55.85521;11.171042;0.161128;5.585521
51.811289;10.362258;0.138913;5.181129
75.480773;15.096155;0.292339;7.548077
56.64913;11.329826;0.165683;5.664913
76.782308;15.356462;0.302413;7.678231
62.395026;12.479005;0.200541;6.239503
79.585319;15.917064;0.324687;7.958532
94.244919;18.848984;0.454076;9.424492
71.812526;14.362505;0.264865;7.181253
80.389869;16.077974;0.331227;8.038987
63.184852;12.63697;0.205592;6.318485
95.768611;19.153722;0.468767;9.576861
76.507467;15.301493;0.300271;7.650747
60.510914;12.102183;0.188744;6.051091
96.302786;19.260557;0.473972;9.630279
66.233286;13.246657;0.225679;6.623329
81.275833;16.255167;0.338503;8.127583
62.939716;12.587943;0.204018;6.293972
66.476628;13.295326;0.227322;6.647663
73.14227;14.628454;0.274668;7.314227
80.271883;16.054377;0.330263;8.027188
62.066315;12.413263;0.198457;6.206631
85.354502;17.0709;0.373024;8.53545
79.958705;15.991741;0.327714;7.99587
71.867577;14.373515;0.265268;7.186758
63.704671;12.740934;0.208951;6.370467
71.548138;14.309628;0.262938;7.154814
91.301063;18.260213;0.426356;9.130106
68.486412;13.697282;0.241126;6.848641
52.916355;10.583271;0.14482;5.291636
91.958422;18.391684;0.43247;9.195842
56.260095;11.252019;0.163443;5.626009
89.131246;17.826249;0.406483;8.913125
74.774943;14.954989;0.286947;7.477494
95.08607;19.017214;0.462157;9.508607
82.225915;16.445183;0.346395;8.222592
56.9522;11.39044;0.167439;5.69522
54.052847;10.810569;0.151024;5.405285
85.78437;17.156874;0.376759;8.578437
81.462102;16.29242;0.340043;8.14621
56.474869;11.294974;0.164678;5.647487
68.819009;13.763802;0.24345;6.881901
98.053985;19.610797;0.491239;9.805398
76.679204;15.335841;0.301608;7.66792
69.442964;13.888593;0.247839;6.944296
79.983159;15.996632;0.327913;7.998316
94.945776;18.989155;0.460804;9.494578
71.580164;14.316033;0.263171;7.158016
78.169151;15.63383;0.313334;7.816915
91.319803;18.263961;0.426529;9.13198
52.983729;10.596746;0.145184;5.298373
85.439249;17.08785;0.373759;8.543925
76.501385;15.300277;0.300224;7.650139
84.528613;16.905723;0.365898;8.452861
61.08408;12.216816;0.192295;6.108408
93.788895;18.757779;0.449725;9.37889
66.456786;13.291357;0.227188;6.645679
95.522068;19.104414;0.466374;9.552207
84.781553;16.956311;0.368073;8.478155
63.077636;12.615527;0.204903;6.307764
90.846888;18.169378;0.422157;9.084689
88.284256;17.656851;0.398854;8.828426
75.758507;15.151701;0.294474;7.575851
68.896171;13.779234;0.243991;6.889617
88.431447;17.686289;0.400175;8.843145
56.924757;11.384951;0.167279;5.692476
56.637365;11.327473;0.165615;5.663736
51.732525;10.346505;0.138497;5.173252
65.424844;13.084969;0.220261;6.542484
64.07687;12.815374;0.211373;6.407687
59.281086;11.856217;0.181237;5.928109
77.222986;15.444597;0.305862;7.722299
77.155346;15.431069;0.305331;7.715535
85.014526;17.002905;0.370082;8.501453
66.667401;13.33348;0.228615;6.66674
61.452874;12.290575;0.194597;6.145287
64.01233;12.802466;0.210952;6.401233
58.675298;11.73506;0.177595;5.86753
60.515741;12.103148;0.188774;6.051574
91.884419;18.376884;0.431779;9.188442
68.758896;13.751779;0.243029;6.87589
99.967974;19.993595;0.510465;9.996797
63.131912;12.626382;0.205252;6.313191
77.16661;15.433322;0.30542;7.716661
99.932626;19.986525;0.510107;9.993263
56.519173;11.303835;0.164933;5.651917
79.758709;15.951742;0.326091;7.975871
54.602633;10.920527;0.154071;5.460263
63.690863;12.738173;0.208862;6.369086
51.297175;10.259435;0.136207;5.129718
65.769129;13.153826;0.22256;6.576913
61.430132;12.286026;0.194455;6.143013
69.271294;13.854259;0.246628;6.927129
72.706733;14.541347;0.271438;7.270673
90.615214;18.123043;0.420023;9.061521
68.190613;13.638123;0.239069;6.819061
93.060502;18.6121;0.442818;9.30605
79.157814;15.831563;0.321239;7.915781
88.247757;17.649551;0.398527;8.824776
62.518207;12.503641;0.201324;6.251821
73.345794;14.669159;0.276184;7.334579
93.213251;18.64265;0.444262;9.321325
56.15532;11.231064;0.162843;5.615532
64.092281;12.818456;0.211473;6.409228
82.038716;16.407743;0.344833;8.203872
75.760743;15.152149;0.294491;7.576074
58.283903;11.656781;0.175262;5.82839
91.486859;18.297372;0.428079;9.148686
67.861212;13.572242;0.236789;6.786121
99.631205;19.926241;0.507056;9.963121
79.776565;15.955313;0.326236;7.977657
57.781488;11.556298;0.172289;5.778149
85.006327;17.001265;0.370011;8.500633
92.897134;18.579427;0.441276;9.289713
94.318741;18.863748;0.454782;9.431874
90.878914;18.175783;0.422452;9.087891
75.152344;15.030469;0.289824;7.515234
98.591897;19.718379;0.496605;9.85919
68.963544;13.792709;0.244463;6.896354
81.912274;16.382455;0.34378;8.191227
77.166048;15.43321;0.305415;7.716605
52.034731;10.406946;0.140098;5.203473
88.041662;17.608332;0.396682;8.804166
64.127669;12.825534;0.211705;6.412767
98.307741;19.661548;0.493767;9.830774
97.850955;19.570191;0.489222;9.785095
57.951692;11.590338;0.173294;5.795169
54.448613;10.889723;0.153214;5.444861
94.399312;18.879862;0.455554;9.439931
98.476788;19.695358;0.495455;9.847679
68.392372;13.678474;0.240471;6.839237
84.854516;16.970903;0.368702;8.485452
70.427541;14.085508;0.254845;7.042754
97.997534;19.599507;0.490678;9.799753
68.538625;13.707725;0.24149;6.853862
75.545645;15.109129;0.292837;7.554564
93.812654;18.762531;0.449951;9.381265
99.039631;19.807926;0.501094;9.903963
95.127893;19.025579;0.462561;9.512789
74.171884;14.834377;0.28238;7.417188
98.23527;19.647054;0.493045;9.823527
88.27185;17.65437;0.398743;8.827185
86.741421;17.348284;0.385144;8.674142
64.059657;12.811931;0.211261;6.405966
71.52061;14.304122;0.262737;7.152061
57.987641;11.597528;0.173506;5.798764
76.423804;15.284761;0.299621;7.64238
76.374159;15.274832;0.299235;7.637416
78.387992;15.677598;0.315075;7.838799
99.7363;19.94726;0.508118;9.97363
93.038269;18.607654;0.442608;9.303827
94.468605;18.893721;0.456218;9.446861
60.194269;12.038854;0.186797;6.019427
56.335483;11.267097;0.163876;5.633548
85.352159;17.070432;0.373003;8.535216
71.311063;14.262213;0.261215;7.131106
55.171589;11.034318;0.157257;5.517159
92.027651;18.40553;0.433116;9.202765
65.784539;13.156908;0.222663;6.578454
84.187761;16.837552;0.362978;8.418776
67.809051;13.56181;0.236429;6.780905
53.83529;10.767058;0.149826;5.383529
97.087547;19.417509;0.481672;9.708755
69.384424;13.876885;0.247426;6.938442
81.238834;16.247767;0.338198;8.123883
94.922049;18.98441;0.460576;9.492205
87.353948;17.47079;0.390558;8.735395
87.008794;17.401759;0.387502;8.700879
74.35851;14.871702;0.28379;7.435851
68.773096;13.754619;0.243129;6.87731
97.066259;19.413252;0.481462;9.706626
76.112714;15.222543;0.297209;7.611271
53.464004;10.692801;0.147793;mai.64
94.791661;18.958332;0.459321;9.479166
83.677004;16.735401;0.358623;aug.77
88.894198;17.77884;0.40434;8.88942
65.29331;13.058662;0.219385;6.529331
73.982005;14.796401;0.28095;jul.82
92.607058;18.521412;0.438546;9.260706
90.320101;18.06402;0.417312;9.03201
71.427151;14.28543;0.262058;7.142715
81.577533;16.315507;0.340999;8.157753
76.06062;15.212124;0.296806;7.606062
94.663012;18.932602;0.458084;9.466301
55.438519;11.087704;0.158763;5.543852
73.923766;14.784753;0.280512;7.392377
74.660247;14.932049;0.286076;7.466025
64.092058;12.818412;0.211472;6.409206
62.645375;12.529075;0.202135;6.264537
97.227562;19.445512;0.483052;9.722756
70.374056;14.074811;0.254462;7.037406
51.785003;10.357001;0.138774;5.1785
83.255091;16.651018;0.355046;8.325509
60.940132;12.188026;0.1914;6.094013
56.362833;11.272567;0.164033;5.636283
94.39998;18.879996;0.45556;9.439998
91.184303;18.236861;0.425274;9.11843
67.356997;13.471399;0.233319;jun.57
82.820824;16.564165;0.351382;8.282082
76.598561;15.319712;0.30098;7.659856
70.633693;14.126739;0.256324;7.063369
89.415011;17.883002;0.409055;8.941501
52.01565;10.40313;0.139997;5.201565
59.614896;11.922979;0.18326;5.96149
52.670041;10.534008;0.143493;5.267004
66.925555;13.385111;0.23037;6.692555
91.004602;18.20092;0.423612;9.10046
65.402609;13.080522;0.220112;6.540261
72.65848;14.531696;0.271081;7.265848
96.457961;19.291592;0.47549;9.645796
56.017753;11.203551;0.162056;5.601775
81.189584;16.237917;0.337792;8.118958
99.420593;19.884119;0.504929;9.942059
75.464439;15.092888;0.292213;7.546444
62.760611;12.552122;0.202871;6.276061
86.231518;17.246304;0.380665;8.623152
77.77467;15.554934;0.310208;7.777467
52.424535;10.484907;0.142176;5.242454
63.945905;12.789181;0.210519;6.39459
57.315067;11.463013;0.169553;5.731507
70.261802;14.05236;0.253659;7.02618
73.26189;14.652378;0.275558;7.326189
74.363419;14.872684;0.283827;7.436342
77.130948;15.42619;0.30514;7.713095
98.39904;19.679808;0.494678;9.839904
95.281256;19.056251;0.464042;9.528126
92.857622;18.571524;0.440904;9.285762
92.523872;18.504774;0.437764;9.252387
88.428828;17.685766;0.400151;8.842883
89.277023;17.855405;0.407803;8.927702
97.709895;19.541979;0.487822;9.77099
97.936313;19.587263;0.49007;9.793631
91.161181;18.232236;0.42506;9.116118
66.008497;13.201699;0.224165;6.60085
69.686408;13.937282;0.249562;6.968641
82.01214;16.402428;0.344611;8.201214
79.561883;15.912377;0.324497;7.956188
66.445724;13.289145;0.227113;6.644572
91.992971;18.398594;0.432792;9.199297
88.512964;17.702593;0.400907;8.851296
82.919165;16.583833;0.35221;8.291916
59.257638;11.851528;0.181095;5.925764
91.433578;18.286716;0.427585;9.143358
66.187414;13.237483;0.225369;6.618741
91.209809;18.241962;0.42551;9.120981
89.184472;17.836894;0.406964;8.918447
52.36441;10.472882;0.141855;5.236441
57.790653;11.558131;0.172343;5.779065
98.179521;19.635904;0.492489;9.817952
70.131315;14.026263;0.252727;7.013132
66.625311;13.325062;0.22833;6.662531
88.759768;17.751954;0.403128;8.875977
53.411093;10.682219;0.147505;5.341109
75.505756;15.101151;0.292531;7.550576
56.336759;11.267352;0.163883;5.633676
97.371803;19.474361;0.484476;9.73718
65.051592;13.010318;0.217781;6.505159
74.884702;14.97694;0.287782;7.48847
61.215856;12.243171;0.193116;6.121586
57.388785;11.477757;0.169984;5.738878
74.067933;14.813587;0.281597;7.406793
98.48073;19.696146;0.495494;9.848073
76.973781;15.394756;0.303909;7.697378
83.381456;16.676291;0.356115;8.338146
98.748066;19.749613;0.498169;9.874807
58.08144;11.616288;0.174061;5.808144
90.028403;18.005681;0.414642;9.00284
83.412096;16.682419;0.356375;8.34121
55.778031;11.155606;0.160689;5.577803
80.748471;16.149694;0.334162;8.074847
56.669634;11.333927;0.165802;5.666963
61.328945;12.265789;0.193822;6.132895
60.431565;12.086313;0.188255;6.043156
75.43294;15.086588;0.291972;7.543294
74.395903;14.879181;0.284073;7.43959
61.004165;12.200833;0.191798;6.100416
81.828312;16.365662;0.343081;8.182831
58.176004;11.635201;0.174621;mai.76
85.921139;17.184228;0.377952;8.592114
59.214569;11.842914;0.180835;5.921457
92.916846;18.583369;0.441462;9.291685
85.06697;17.013394;0.370535;8.506697
94.344351;18.86887;0.455028;9.434435
68.297512;13.659502;0.239812;6.829751
72.651712;14.530342;0.271031;7.265171
58.950127;11.790025;0.179243;5.895013
94.52522;18.905044;0.456761;9.452522
65.655424;13.131085;0.221799;6.565542
59.671739;11.934348;0.183605;5.967174
72.314605;14.462921;0.268546;7.231461
66.960548;13.39211;0.230609;6.696055
54.677181;10.935436;0.154487;5.467718
55.229868;11.045974;0.157585;5.522987
84.604186;16.920837;0.366547;8.460419
64.445032;12.889006;0.213782;6.444503
84.438435;16.887687;0.365124;8.443843
82.283857;16.456771;0.346879;8.228386
58.052122;11.610424;0.173887;5.805212
67.439349;13.48787;0.233884;6.743935
83.128369;16.625674;0.353975;8.312837
99.156068;19.831214;0.502265;9.915607
68.952314;13.790463;0.244384;6.895231
52.012622;10.402524;0.13998;5.201262
67.43105;13.48621;0.233827;6.743105
63.461681;12.692336;0.207378;6.346168
55.296365;11.059273;0.15796;5.529637
78.328203;15.665641;0.314599;7.83282
77.978153;15.595631;0.311819;7.797815
51.109854;10.221971;0.135228;5.110985
95.332594;19.066519;0.464539;9.533259
65.54349;13.108698;0.221052;6.554349
56.875588;11.375118;0.166994;5.687559
88.963563;17.792713;0.404967;8.896356
52.001288;10.400258;0.13992;5.200129
64.471938;12.894388;0.213959;6.447194
89.000963;17.800193;0.405305;8.900096
54.136379;10.827276;0.151485;5.413638
58.676268;11.735254;0.177601;5.867627
60.729744;12.145949;0.190096;6.072974
89.797938;17.959588;0.412538;8.979794
63.55622;12.711244;0.207989;6.355622
74.372979;14.874596;0.283899;7.437298
73.740357;14.748071;0.279135;7.374036
83.463426;16.692685;0.35681;8.346343
63.787924;12.757585;0.209492;6.378792
51.992453;10.398491;0.139873;5.199245
56.099078;11.219816;0.162521;5.609908
75.827379;15.165476;0.295005;7.582738
60.987908;12.197582;0.191697;6.098791
89.957468;17.991494;0.413994;8.995747
78.720307;15.744061;0.317729;7.872031
73.77619;14.755238;0.279404;7.377619
90.736655;18.147331;0.421141;9.073666
52.79277;10.558554;0.144154;5.279277
60.0585;12.0117;0.185965;6.00585
73.964532;14.792906;0.280819;7.396453
83.054348;16.61087;0.35335;8.305435
76.913301;15.38266;0.303436;7.69133
54.835831;10.967166;0.155373;5.483583
67.355347;13.471069;0.233308;6.735535
80.621924;16.124385;0.333125;8.062192
66.547067;13.309413;0.227799;6.654707
64.545571;12.909114;0.214442;6.454557
64.339145;12.867829;0.213088;6.433914
56.771115;11.354223;0.166389;5.677111
60.084959;12.016992;0.186127;6.008496
65.713618;13.142724;0.222188;6.571362
53.22858;10.645716;0.146512;5.322858
70.132247;14.026449;0.252734;7.013225
75.444069;15.088814;0.292057;7.544407
80.302056;16.060411;0.33051;8.030206
73.607589;14.721518;0.27814;7.360759
