Length [m];Hei/Wid [cm];Load [kN/m];Disp [cm]
7.381654;23.836821;14.461239;0.992103
5.673410;34.781707;15.174319;0.080675
8.441922;13.825625;15.666571;16.21406
5.992696;15.233414;11.503551;2.053207
6.968652;24.528743;15.748525;0.765730
8.410823;25.701615;13.646098;1.167166
8.457820;13.232870;15.239607;18.93465
7.409217;30.109340;18.587793;0.509213
8.606880;25.689693;13.246035;1.244511
8.423532;39.099730;12.552755;0.202279
6.471712;18.141774;12.484426;1.507225
8.250659;32.294639;18.361775;0.584260
7.259197;30.067393;18.859868;0.478814
7.404264;17.009937;19.864764;5.313401
5.580483;26.033869;19.528279;0.308425
5.098537;18.520587;15.483317;0.663829
9.025878;33.430991;17.568906;0.696933
8.391141;16.754358;17.720623;8.303948
8.195709;11.673853;14.724484;26.62869
5.278708;17.920577;14.722969;0.827078
7.719489;26.716128;15.705107;0.816956
5.014280;33.160183;15.411561;0.060608
9.058667;31.598946;16.281963;0.820713
5.201913;36.516800;17.274039;0.053578
8.743449;35.169423;19.292718;0.550573
6.598140;30.153475;10.239370;0.175578
5.717560;25.668940;19.010839;0.349939
8.981900;23.105965;10.773510;1.833375
7.340093;19.775489;11.836806;1.674630
8.783769;22.908525;11.038146;1.778151
8.641701;27.818542;14.595627;1.013923
8.927636;21.802449;10.013026;2.097670
7.610660;38.169107;13.558085;0.160457
7.832842;34.890331;10.927871;0.207558
9.919096;11.165046;10.938505;50.71569
6.109867;18.178008;13.232272;1.259318
6.851179;29.993775;19.626825;0.399448
8.335763;26.543230;14.357295;1.041688
6.403935;19.997450;13.857096;1.086971
9.003018;33.134801;17.417165;0.708695
6.193641;13.700691;10.079845;3.136166
9.335669;32.432682;16.283783;0.834282
9.995228;27.708331;11.815098;1.491419
9.785939;34.881441;17.015750;0.786791
9.393575;32.345311;16.109723;0.855166
6.719277;14.734217;19.717592;6.352686
6.541280;18.691641;12.711868;1.421529
5.463463;37.700848;17.540305;0.058242
6.355989;10.677721;17.739836;16.58343
8.386242;14.089408;15.953788;14.90970
6.393340;20.314671;14.089768;1.031026
7.696231;13.032555;16.629242;15.05837
6.441224;24.416291;16.728414;0.605014
8.224760;38.100770;12.284327;0.199540
8.832617;13.135308;14.424972;21.95593
7.367374;30.676638;19.049678;0.473569
6.614743;13.182761;18.892356;8.919561
8.240009;17.308825;18.392532;7.036566
7.249247;20.063991;12.210833;1.551237
5.370512;34.375268;15.509155;0.069452
7.693262;10.032675;14.635259;37.66696
9.475919;30.126904;14.466097;1.056122
5.069124;20.333851;16.750987;0.483320
9.823111;12.781168;12.207890;31.70581
9.781832;21.281188;17.957129;5.971009
7.544075;36.339325;12.471399;0.173357
5.639999;34.125532;14.803689;0.082932
9.426355;35.177061;17.931997;0.690357
7.485167;15.844891;18.926259;7.021018
9.470617;17.855860;16.296007;9.604108
8.247358;28.526812;15.856492;0.826703
5.690115;16.887762;13.211611;1.269715
6.987205;36.756907;13.863527;0.135620
9.192691;18.539053;17.307319;7.792768
9.085067;14.219886;14.643124;18.16469
8.383820;34.283446;19.421324;0.518942
5.019052;15.451852;13.596463;1.128802
9.272728;36.717504;19.266213;0.585371
5.808338;14.171488;11.164316;2.347596
7.024172;30.435205;19.575126;0.415156
5.056860;21.461834;17.527502;0.403762
5.254097;27.968092;11.470534;0.107050
7.625911;22.428244;13.033674;1.298943
8.953851;15.686080;15.883018;12.55590
7.390429;12.593854;16.948378;14.96537
5.945470;24.785987;17.966385;0.444489
7.486413;37.386158;13.284613;0.159918
9.385900;10.068337;11.273759;63.36753
9.000225;31.755024;16.502899;0.794826
7.551723;20.488408;11.888827;1.635642
9.495124;14.995247;14.339916;17.16349
8.611170;22.684950;11.234293;1.738584
6.086515;16.479239;12.146462;1.684887
6.033424;25.622183;18.347942;0.421628
6.309755;33.102125;12.781906;0.126414
6.717722;23.573786;15.613747;0.768443
9.266545;22.098831;19.532796;4.499617
5.172117;24.927163;19.607208;0.271963
5.004107;23.600253;19.058621;0.288228
6.849500;36.005986;13.638324;0.133809
6.079277;20.608686;14.913903;0.842641
7.114925;23.514580;14.779870;0.924243
7.978296;31.855956;18.614046;0.547072
6.885373;32.821861;11.443829;0.165839
5.138884;25.562597;10.097296;0.123463
5.703225;13.426910;10.878157;2.638361
5.709025;16.275648;12.765715;1.440857
7.248532;15.877238;19.421094;6.284847
9.139693;33.880884;17.641203;0.697467
5.448796;18.851861;15.003648;0.781410
7.348321;25.224786;15.453215;0.830496
7.342014;16.465257;19.626143;5.780527
7.431671;13.137337;17.228216;13.13700
5.225075;29.628786;12.635706;0.091662
5.313652;22.913434;17.981652;0.388735
7.439165;22.064583;13.164725;1.268467
6.850008;17.698660;11.432424;1.911899
6.115273;14.647771;10.867969;2.460072
7.432682;10.187314;15.259512;32.18758
8.836362;36.495201;19.990744;0.513365
5.057662;38.953167;19.186787;0.041173
6.254100;34.057195;13.529930;0.115325
5.426130;13.422037;11.429098;2.274901
9.933445;35.356484;17.037433;0.792318
9.975492;12.860613;11.956091;32.21519
9.636188;15.841861;14.622199;14.90398
9.603600;10.408523;11.065149;59.68499
5.953782;21.134724;15.515586;0.729320
7.882936;25.436928;14.525413;0.999424
7.367345;30.646100;19.029377;0.474942
9.117275;22.184616;19.888527;4.227633
9.846936;30.524689;13.989254;1.129888
9.268621;23.117251;10.207591;1.965684
8.958838;18.165502;17.525992;7.722287
5.944895;19.826520;14.661224;0.884231
7.941935;37.947254;12.747632;0.183013
7.275801;36.112136;12.856489;0.158597
5.740539;29.606383;11.589845;0.122694
8.814967;30.123483;15.785722;0.863756
6.687204;39.166944;16.070221;0.102477
5.236445;18.510339;15.200670;0.726615
5.237881;31.508920;13.863519;0.079482
5.246206;16.187453;13.632556;1.121699
8.551429;22.903162;11.499251;1.665790
5.203401;35.263621;16.435612;0.058638
7.153110;38.529991;14.713773;0.130991
6.179499;19.547613;14.006077;1.043371
5.861440;26.850453;19.510756;0.331402
5.719772;12.708749;10.366289;3.168564
8.870590;21.037542;19.617181;4.620370
9.867714;15.875126;14.181324;15.76142
8.151273;17.451059;18.664828;6.618138
7.739435;24.739849;14.347697;1.025034
6.167745;27.105052;19.067877;0.382205
6.791838;37.052819;14.451537;0.122291
9.825178;26.551491;11.383972;1.591078
6.688795;20.092543;13.350772;1.222746
8.044851;36.499472;11.576613;0.204331
6.909880;29.961248;19.487738;0.412134
5.502696;19.720735;15.475097;0.700219
6.099625;13.018387;19.813007;7.112604
9.755243;35.140923;17.250129;0.764711
9.365596;30.440310;14.895681;0.995750
6.772349;13.234785;18.611826;9.503711
6.331521;36.667246;15.115121;0.100821
7.501386;34.700098;11.463961;0.187280
8.073393;33.348006;19.418551;0.498435
8.472833;34.971835;19.702224;0.507224
9.280181;19.802266;17.974483;6.458277
7.371716;24.966180;15.234020;0.864019
5.163364;25.952447;10.308236;0.120930
6.109470;28.092277;19.842579;0.332010
7.300306;24.524288;15.082247;0.883623
5.745478;11.020370;19.189291;10.55791
8.599917;27.984862;14.790074;0.984015
9.819782;17.444247;15.323268;11.45757
6.007893;27.869742;19.897374;0.321425
6.874701;30.518875;19.929848;0.383687
9.730044;10.092863;10.601821;68.15528
7.822382;14.330622;17.242317;11.39871
8.456689;36.294248;10.616122;0.233889
8.742160;23.558069;11.554393;1.633242
5.234010;18.425975;15.149296;0.736124
9.012346;14.399385;14.908232;17.03252
7.499631;24.770973;14.848053;0.930762
5.966002;14.733556;11.223700;2.248541
7.107501;15.784840;19.641558;6.014757
8.100876;36.012199;11.139714;0.213276
7.167001;21.112684;13.074455;1.294613
6.119717;33.275029;13.277252;0.113855
6.253140;27.854711;19.396860;0.368363
9.230950;39.612664;11.279876;0.248626
8.830658;39.645135;12.102107;0.222769
8.312270;20.402748;10.310625;2.116715
5.587579;36.148557;16.257214;0.069774
5.481201;23.369416;17.950541;0.406028
5.872284;11.068610;18.967837;11.19076
8.473858;12.952668;15.020730;20.48484
7.219908;26.235917;16.384129;0.701447
7.702016;10.563524;14.971651;31.49609
9.079717;15.181985;15.295222;14.56916
7.706666;24.575779;14.303853;1.031791
6.581259;17.048187;11.536273;1.909485
8.348055;27.742569;15.132269;0.925667
8.707226;35.085096;19.308945;0.547198
8.758244;27.782849;14.338745;1.056240
5.850967;32.926771;13.582581;0.101559
6.993957;23.719479;15.158406;0.855009
7.567828;39.120190;14.277804;0.149772
6.972056;29.608571;19.128269;0.439542
8.817284;38.681749;11.486598;0.231840
9.814094;29.573668;13.420924;1.213798
8.314807;36.406610;10.974792;0.223233
9.087498;25.630626;12.245421;1.442702
7.046008;23.426487;14.858976;0.907257
7.357466;29.460318;18.258614;0.530599
9.521233;26.714948;12.100833;1.455540
5.353250;26.040925;19.987449;0.267153
9.272717;28.463811;13.763773;1.156151
5.365519;31.933689;13.891422;0.083104
5.393885;28.915258;11.822403;0.107278
9.972517;37.335807;18.278837;0.694677
6.305832;23.859151;16.627769;0.605806
8.160464;26.527237;14.697231;0.981910
6.118576;37.111469;15.837160;0.087865
5.932414;26.339783;19.028361;0.366110
7.278811;28.447143;17.740472;0.567945
8.988036;14.121540;14.771622;18.04793
5.157899;14.871813;12.932077;1.395099
8.118716;14.615446;16.839532;11.93941
8.947497;16.375638;16.355431;10.85523
7.534036;24.917074;14.876644;0.927710
9.654793;14.282958;13.545718;21.05422
7.028028;39.529339;15.630170;0.117121
8.742665;39.148638;11.947095;0.222198
5.750022;21.718469;16.312268;0.598440
7.160900;16.509882;10.018120;2.641542
6.885955;30.683405;10.017027;0.189989
5.305120;19.314290;15.599287;0.662836
8.741387;36.988125;10.509309;0.245010
5.115036;21.806785;17.641118;0.399136
5.113544;32.065360;14.483152;0.070380
5.533048;36.892009;16.861910;0.064184
5.194945;31.504112;13.946185;0.077425
7.302433;34.593280;11.790654;0.175173
6.439047;38.281044;15.975936;0.095992
5.916143;13.206054;10.305084;3.092107
9.743160;24.014509;19.856686;4.009314
6.266262;36.976261;15.451649;0.095648
8.230113;16.688239;17.998600;7.929871
5.959968;36.654468;15.849708;0.083209
5.519034;25.027685;18.980388;0.335660
9.201140;24.488857;11.256957;1.672174
6.854389;34.302228;12.492708;0.149125
7.308131;21.648266;13.149248;1.273458
9.107200;17.846178;17.016385;8.594939
6.400834;10.716628;17.676084;16.74959
8.420796;30.520951;16.839042;0.728384
7.229479;30.631101;19.295109;0.447474
7.774812;18.745312;10.280585;2.266925
6.479433;39.335706;16.598272;0.091757
6.862931;28.805232;18.810959;0.452971
6.836058;18.847666;12.226329;1.577294
9.449112;34.504745;17.438272;0.732143
8.024559;23.232933;12.772839;1.355390
6.283249;23.764676;16.609953;0.606075
5.159300;25.290710;19.875206;0.257649
6.286779;36.877271;15.344622;0.097263
5.344833;26.481988;10.298325;0.127925
6.295986;11.708018;18.546707;11.54951
5.196565;22.950436;18.240494;0.358466
7.635278;36.031543;12.083806;0.182297
5.048131;16.726635;14.388162;0.890600
5.531330;31.475687;13.254464;0.094815
5.250483;20.126904;16.250303;0.562007
5.280341;36.849898;17.339250;0.055053
9.439469;10.443798;11.416927;56.70731
6.110888;32.355039;12.681584;0.120907
5.858031;31.933957;12.906577;0.109551
9.679529;38.830425;19.861225;0.572897
5.016271;23.133729;18.723277;0.309616
7.535651;14.432634;17.883786;9.898253
7.721773;17.145279;19.319973;5.921495
6.927786;38.183574;14.933477;0.121315
7.158748;17.960978;10.989824;2.066815
8.428463;31.347953;17.375042;0.677923
8.332895;10.428217;13.619687;41.33149
7.800405;19.980730;11.053011;1.913441
9.719897;27.881074;12.480922;1.374508
9.635464;31.302459;14.930711;1.000002
9.349188;21.001841;18.636184;5.452185
8.740105;25.988931;13.179078;1.257060
9.656476;10.052305;10.721918;67.95208
7.530308;10.568977;15.318702;29.38700
7.261955;37.652419;13.911036;0.144181
8.252105;33.001553;18.830159;0.549929
8.277486;23.217694;12.256823;1.476211
6.083935;12.387264;19.423639;8.418163
7.170386;18.271179;11.173347;1.975110
6.019184;20.828604;15.180701;0.790130
6.279746;22.990334;16.100730;0.669090
9.629364;16.328783;14.960462;13.47201
9.398327;37.532521;19.558361;0.574421
9.970277;35.268242;16.904942;0.805865
8.033548;33.737803;19.758106;0.474697
8.324690;10.622925;13.765903;38.64362
5.470904;18.301049;14.592226;0.869493
8.669810;33.013170;18.002493;0.639428
6.603906;24.175324;16.242404;0.675174
7.027790;24.798368;15.809998;0.761137
9.667731;17.402380;15.599458;11.06432
5.289946;18.361589;14.994500;0.770905
7.562765;38.586993;13.932465;0.153957
7.549950;31.800676;19.433884;0.461435
7.758541;35.611583;11.557308;0.194756
8.943781;34.903073;18.714486;0.602638
9.141157;21.659953;19.490987;4.606993
9.908271;20.664092;17.292852;6.808711
7.290365;26.543767;16.448448;0.698727
9.596095;31.884980;15.397796;0.942515
7.950353;23.336459;12.990266;1.304841
7.358896;15.309980;18.822195;7.483282
6.566882;18.996197;12.863700;1.369756
5.709369;35.179529;15.367615;0.080075
6.946798;30.706177;19.910523;0.389971
6.456461;36.961505;15.061415;0.105192
7.978802;35.979238;11.361888;0.205491
7.517823;16.157658;19.069460;6.657241
8.269375;33.823268;19.343428;0.516384
6.998378;27.125351;17.420144;0.576456
7.002854;23.632204;15.082427;0.867737
8.355534;38.056534;11.993289;0.208431
8.940501;24.083860;11.508237;1.629066
9.838846;21.105353;17.725876;6.236102
8.399783;25.840091;13.760495;1.145923
5.386908;16.804946;13.762815;1.083856
8.137325;16.900112;18.325425;7.336525
7.751497;21.877037;12.415031;1.458813
8.894239;14.445772;15.175370;16.23671
8.834057;17.338054;17.223921;8.645491
7.957560;23.046904;12.782816;1.354581
9.663085;17.415047;15.617194;11.02352
6.196499;35.805406;14.810606;0.099671
7.692107;13.082706;16.670924;14.83422
9.967733;23.900079;19.331253;4.357846
9.059242;12.640252;13.641684;26.79318
6.177340;27.401938;19.246613;0.371675
7.106526;18.251629;11.288034;1.933554
9.771767;14.957394;13.761395;18.66318
8.318174;12.749346;15.196550;20.50032
9.110947;21.341601;19.339172;4.786072
8.369215;12.553602;14.963971;22.00680
8.793570;25.843497;12.975191;1.296898
7.574291;26.386199;15.775551;0.799392
8.068831;37.492145;12.190435;0.195630
8.920851;17.680354;17.278535;8.340547
8.062481;37.332586;12.096762;0.196839
8.688958;12.352992;14.190746;25.85872
8.023479;14.562065;16.994419;11.66334
6.577087;36.776298;14.696691;0.112735
5.345888;14.643686;12.404015;1.642304
7.953081;12.143391;15.522766;21.26200
5.400435;39.189902;18.659065;0.050720
9.605527;37.049973;18.822260;0.635061
5.024936;11.166164;10.727571;3.277504
6.312198;19.345846;13.606169;1.150072
6.349445;34.277730;13.486263;0.118997
7.723919;27.481640;16.206590;0.754819
9.150167;15.960585;15.673389;12.60707
7.371633;28.806638;17.794492;0.569932
5.806456;28.002960;10.389061;0.143721
6.389661;39.782916;17.075956;0.085368
6.014033;16.218320;12.117482;1.707813
8.456308;19.205713;19.224527;5.382903
6.638536;18.838077;12.614980;1.450449
8.287268;15.921412;17.373071;9.497221
6.162397;19.504573;14.011589;1.041419
8.874776;15.913491;16.192776;11.66374
5.741636;21.279450;16.036362;0.634591
7.887556;28.065926;16.268839;0.757495
5.279121;19.559567;15.814803;0.626556
5.872276;27.727610;10.073854;0.151629
7.746055;11.200264;15.308066;26.07095
9.951202;31.073922;14.146878;1.109775
7.887431;15.783750;18.080972;8.397652
8.633639;21.078602;10.118456;2.122116
9.561963;22.213037;19.018098;4.865293
6.366210;37.697661;15.732686;0.096041
6.770016;23.613208;15.535441;0.783393
9.478932;18.159737;16.481961;9.111854
7.324426;19.472359;11.666054;1.740646
9.448367;14.547120;14.134679;18.72675
9.728018;17.314972;15.420612;11.44078
7.317152;17.669474;10.478679;2.296216
8.488169;12.694367;14.819906;22.05466
5.004479;20.903512;17.260051;0.423729
9.262650;18.225145;16.958130;8.426656
6.590971;38.755433;15.988346;0.100370
7.667171;11.916542;15.943353;20.34144
8.655535;14.554232;15.725084;14.64598
7.709797;18.362522;10.155421;2.351558
8.453421;39.920298;13.040023;0.196176
7.956358;12.291044;15.614646;20.41238
7.400134;26.150756;15.966902;0.764178
7.511717;24.746386;14.807489;0.937923
7.721287;21.558685;12.263216;1.504247
7.355183;36.335282;12.846490;0.161467
5.337263;16.637784;13.750664;1.086098
5.935755;17.548122;13.160571;1.284705
9.781563;31.570733;14.817363;1.018577
7.758454;38.175781;13.266946;0.169409
9.187706;31.419095;15.903985;0.867813
7.947322;31.073542;18.154384;0.580172
5.135923;26.496139;10.725580;0.113407
6.297966;27.216731;18.881888;0.404691
9.473612;26.916076;12.330161;1.410779
5.207026;10.943127;10.214700;3.900300
5.449233;18.115980;14.512187;0.886389
6.718097;31.266223;10.741288;0.171270
6.391297;30.087562;10.609115;0.161616
6.750234;37.132809;14.588071;0.119429
9.983235;36.580069;17.753577;0.735270
5.953903;13.868432;10.671149;2.700830
9.671235;37.800848;19.191428;0.614162
5.047207;19.334278;16.128438;0.559337
6.358089;23.455840;16.254382;0.655159
6.661643;32.467944;11.655344;0.154597
8.696881;38.548847;11.638802;0.225446
9.968138;16.511346;14.404620;14.24709
6.634057;37.934564;15.354929;0.107735
9.024618;37.696267;10.414942;0.255662
9.571425;20.749140;18.023243;6.079235
6.207605;13.996949;10.249423;2.954022
7.086100;16.725218;10.311278;2.475477
5.177759;19.703404;16.113418;0.573796
6.825700;19.639269;12.774779;1.389755
7.915918;25.436566;14.459208;1.011660
5.345921;25.049508;19.341163;0.300158
7.439484;16.327536;19.339389;6.209463
5.166144;34.225065;15.817756;0.061768
6.278457;24.743320;17.271967;0.534814
9.224701;15.575253;15.267434;13.98763
5.430455;30.149539;12.572116;0.099211
6.988453;32.042475;10.718077;0.181389
6.720478;19.983955;13.215015;1.260378
8.136720;28.053264;15.762068;0.832463
6.501045;23.473578;15.980295;0.701798
9.592095;30.818832;14.695032;1.028675
6.019185;30.452742;11.596791;0.132541
9.014558;25.778291;12.489745;1.392519
9.797453;19.960386;17.045351;7.369423
8.813417;10.109165;12.445943;53.51644
9.872875;17.489211;15.247058;11.52976
6.275874;21.828981;15.334239;0.781872
6.905301;17.421423;11.137013;2.048590
7.726562;21.782452;12.401844;1.463746
