Length [m];Hei/Wid [cm];Load [kN/m];Disp [cm]
6.180396;22.259940;15.812501;0.701414
8.166503;32.716454;18.811297;0.545551
6.113377;29.896496;11.037577;0.144445
7.151615;28.912574;18.305153;0.511932
5.912600;29.211594;10.982529;0.137986
7.012153;22.991751;14.636862;0.944778
7.353007;26.571815;16.341862;0.715304
6.064010;13.045876;19.902565;6.920824
5.704881;20.529606;15.609975;0.694814
8.568626;12.318878;14.408666;25.10780
7.162277;24.777940;15.527405;0.808982
9.197039;37.882563;10.194297;0.264623
8.240826;18.726651;19.336116;5.402215
9.215208;20.065061;18.279624;6.058155
5.994688;23.085104;16.734027;0.568257
9.576246;35.053151;17.549610;0.729779
6.732021;19.878330;13.121512;1.287037
5.692110;10.351667;18.850225;12.83298
6.929211;17.152258;10.909750;2.165356
7.462044;14.427229;18.027398;9.608118
6.680799;10.232490;16.793396;22.71861
5.461086;15.859507;12.984166;1.361086
8.518740;21.439538;10.588878;1.966874
7.193099;18.402336;11.215358;1.951171
7.373873;11.156730;16.023406;22.76348
8.840092;36.904405;10.256085;0.252338
9.982653;39.042423;19.396309;0.619173
5.785890;38.827757;17.646724;0.065468
5.258067;18.697035;15.281889;0.713444
8.215744;33.801383;19.436100;0.506863
9.571458;38.479561;19.843457;0.567491
7.688462;33.608986;10.362401;0.212160
7.251369;21.760826;13.337812;1.226420
5.795542;28.056696;10.446713;0.142346
6.213095;23.016366;16.251388;0.644260
6.228573;33.319515;13.089197;0.119775
5.960326;11.949663;19.379124;8.933626
6.135926;39.441821;17.356030;0.076419
5.612900;33.063123;14.149616;0.088199
9.502232;27.593119;12.724282;1.334279
9.814151;16.810859;14.912270;12.89774
8.395824;34.382688;19.463477;0.517046
9.600195;34.125519;16.883289;0.789276
8.739863;11.484623;13.510022;33.72838
6.699527;15.835732;10.491434;2.504176
6.867034;37.951510;14.900272;0.119744
7.416270;31.561778;19.541979;0.445271
5.663382;24.008327;18.012120;0.416836
9.214347;34.748439;18.070266;0.667147
9.431798;37.977008;19.787741;0.562401
8.340064;17.251114;18.153947;7.386597
8.718909;14.799678;15.761967;14.13718
9.359971;39.754566;11.116435;0.255310
5.246024;26.415176;10.451403;0.121737
7.362114;36.963386;13.251363;0.156138
5.719310;16.400433;12.828335;1.414539
9.647763;21.276917;18.222419;5.738593
8.920277;21.494160;19.822219;4.381406
9.777741;27.755844;12.281746;1.410165
7.072508;32.307189;10.726444;0.184251
7.029499;23.949328;15.240553;0.844077
6.567117;27.744058;18.695138;0.438611
5.805942;34.348841;14.620676;0.089575
7.489137;26.728223;16.173876;0.744115
8.997168;13.839317;14.565209;19.37039
9.473816;31.168953;15.165005;0.965664
6.945670;26.121737;16.856485;0.629139
7.445284;30.669956;18.889403;0.490148
8.002114;37.048696;12.028236;0.195816
9.766115;29.765589;13.644830;1.179245
8.615920;33.103488;18.170486;0.622696
5.596095;20.436509;15.765482;0.661706
5.079210;17.288543;14.700609;0.817224
7.426979;29.559139;18.185469;0.541403
7.647892;37.616370;13.115129;0.167744
8.284974;15.849802;17.329919;9.635255
5.860891;21.733989;16.100877;0.635675
9.778877;19.954915;17.078856;7.336132
5.493572;12.566604;10.723925;2.917891
5.506839;13.205220;11.123135;2.506559
6.423823;15.342626;10.714105;2.453296
9.319271;25.034096;11.384188;1.629613
6.571543;14.079318;19.576458;6.921102
5.826269;20.720028;15.494147;0.723000
9.875680;26.550269;11.282152;1.609785
5.852549;33.679883;14.081490;0.096321
8.328490;33.854420;19.245966;0.526662
7.005346;35.345650;12.886409;0.148887
8.433428;31.093310;17.195350;0.694755
5.493785;16.615933;13.423053;1.196273
6.580811;22.042598;14.866778;0.881249
7.040048;30.455502;19.556905;0.417412
6.358184;21.685977;15.074283;0.831215
8.540392;10.755934;13.423172;39.71426
7.472733;13.643791;17.483729;11.71584
8.247035;29.066801;16.217131;0.784371
7.589882;10.033847;14.842800;36.17230
7.111058;17.397296;10.709414;2.227537
9.742696;37.645306;18.944813;0.634717
7.225712;24.666779;15.326429;0.842124
9.921365;21.829773;18.043786;5.735109
9.970986;10.891823;10.652576;55.68457
7.661269;26.959632;15.983884;0.777983
9.448232;14.982849;14.425436;16.98348
5.815878;14.873519;11.617256;2.024040
7.743969;36.814605;12.388466;0.181483
8.639699;37.511135;11.061358;0.232703
6.932993;20.195428;12.930966;1.339126
7.598131;28.798806;17.336275;0.627250
9.077139;31.113584;15.921444;0.860698
9.858419;34.666444;16.727458;0.816509
9.868886;11.322002;11.143563;47.87922
8.426705;18.927557;19.098294;5.589782
9.270902;24.550624;11.158612;1.691252
5.648685;26.964563;10.012338;0.144283
7.710228;38.915232;13.856365;0.159880
9.995573;23.664740;19.118680;4.534086
9.979673;23.628813;19.126529;4.534630
7.613456;10.177954;14.891723;34.70762
8.144619;20.159435;10.483719;2.081371
6.145325;37.314534;15.919039;0.087935
9.940324;30.776087;13.970077;1.133930
9.011855;39.576646;11.694054;0.235046
7.508329;30.432763;18.605184;0.515015
8.185304;17.722991;18.778052;6.364297
6.575872;12.647986;18.613580;10.12883
9.237911;38.750531;10.691199;0.258057
6.538818;16.532609;11.277437;2.056530
9.954246;25.915347;10.701740;1.736179
9.400858;18.549569;16.897997;8.302187
5.695092;15.815954;12.487119;1.565019
8.749833;14.336693;15.391464;15.89917
5.036181;22.309609;18.134043;0.352091
8.267860;27.899825;15.397496;0.886034
5.585475;31.375447;13.079348;0.098509
6.452836;14.450804;10.061530;2.980182
6.658002;38.074464;15.400304;0.108019
7.123312;39.096469;15.151023;0.125162
5.010391;15.846509;13.876891;1.034494
7.131711;29.735664;18.893687;0.467157
7.212850;36.168748;13.020132;0.154180
6.395497;23.658992;16.315000;0.650401
9.407214;16.546844;15.550134;12.09633
9.356289;39.979725;11.273905;0.252758
5.635366;21.949489;16.695595;0.541795
6.711925;20.720596;13.723215;1.126855
8.613343;21.527945;10.458611;1.997230
7.087282;37.135353;13.915671;0.138306
7.891707;23.791371;13.410833;1.210728
9.762504;14.728559;13.627364;19.58227
8.251461;15.402061;17.098451;10.48921
7.610209;26.405035;15.716272;0.809269
9.497602;17.219342;15.817690;10.90158
6.598077;27.485871;18.461094;0.458107
6.080387;27.352245;19.407390;0.354413
9.981040;31.053686;14.073710;1.120232
5.959131;11.315177;18.958522;10.86131
5.152940;36.526869;17.378700;0.051856
6.262928;37.259858;15.647383;0.093758
9.240006;12.225533;13.003676;31.58453
8.506058;38.064074;11.697267;0.218124
7.100881;30.978525;19.783921;0.408298
6.978747;34.280080;12.229226;0.157235
8.197274;20.249238;10.438277;2.088977
8.382047;25.297630;13.434326;1.207491
6.108586;30.329751;11.335994;0.139641
9.832705;29.012393;13.009519;1.279860
5.158845;31.027732;13.700798;0.078607
8.685427;33.175177;18.079263;0.634267
9.195849;22.513760;19.950809;4.137955
6.052226;10.840768;18.456060;13.35081
7.872262;24.568271;13.967657;1.098193
9.969283;17.782304;15.249637;11.21782
5.481745;20.442289;15.998037;0.617632
5.931769;23.990686;17.463587;0.487607
9.749828;23.655541;19.604039;4.215414
5.533110;24.229243;18.419942;0.374525
9.655566;39.596921;10.420148;0.275270
6.872964;18.483274;11.909589;1.697233
6.473380;37.002395;15.054838;0.105781
7.962529;31.120041;18.154969;0.581156
7.150629;11.615178;16.775527;17.94057
8.647111;32.741238;17.866604;0.649080
5.191741;21.186788;17.074376;0.459980
6.149396;13.147507;19.799546;7.058419
8.084883;29.410919;16.770847;0.714905
9.252230;37.117351;19.573773;0.564540
8.438104;34.823738;19.672950;0.506747
7.187474;10.547580;15.990106;25.66724
5.604434;10.321761;19.005638;12.30163
5.493705;13.135627;11.103007;2.531156
6.505063;11.547594;18.021604;13.51374
5.860384;11.836611;19.503639;8.728774
5.770384;13.620976;10.873216;2.609446
8.625654;31.671591;17.196420;0.706296
5.111969;15.190223;13.236211;1.265951
9.416750;29.378912;14.085774;1.108911
6.209940;36.297606;15.111857;0.097150
5.974242;24.682095;17.839580;0.457546
9.526779;31.619738;15.359601;0.944332
6.879220;31.708203;10.713695;0.177545
8.454498;30.500213;16.757813;0.738527
8.401855;13.960176;15.836408;15.47012
8.695858;11.277611;13.460025;35.41687
8.710278;13.887791;15.171304;17.47811
5.379200;30.833790;13.130794;0.091244
7.640926;18.622731;10.466634;2.210354
9.015858;36.777053;19.819653;0.534832
5.666308;13.495185;10.997507;2.546800
6.330559;13.696704;19.803351;6.732101
9.447931;16.824443;15.653767;11.59170
6.303565;11.718256;18.538374;11.55952
8.279976;28.043596;15.469112;0.877182
9.789548;10.257463;10.592546;65.40498
6.277477;21.105492;14.848707;0.867105
6.355429;36.448895;14.921740;0.103470
8.453770;38.237287;11.917317;0.212934
6.787006;23.093292;15.154850;0.843675
7.047878;17.101730;10.638732;2.286660
5.297164;35.886711;16.663479;0.059532
6.856356;33.212400;11.762221;0.159882
6.394600;34.188655;13.336570;0.122309
7.971371;30.480152;17.710693;0.618703
8.080993;32.853417;19.073625;0.521626
8.702144;19.378133;18.847801;5.710261
9.547163;39.293174;10.434456;0.271727
7.011878;22.731660;14.464018;0.976878
9.198899;14.161328;14.376422;19.05617
6.856091;28.770699;18.801617;0.453112
5.819800;18.800463;14.227376;0.974571
5.333077;34.276630;15.518265;0.068363
9.323170;27.931637;13.308086;1.231848
8.681324;24.914826;12.580568;1.382629
7.346185;26.863535;16.549988;0.690940
9.594159;15.294192;14.341142;16.53413
9.508031;10.619827;11.397156;54.50357
8.748774;37.655002;10.939119;0.238279
9.951253;31.463627;14.406579;1.075276
6.481463;17.298997;11.903072;1.748396
5.770197;22.313717;16.668752;0.556669
5.443957;20.788189;16.304213;0.572625
5.236373;10.340298;19.754120;9.675445
7.771796;31.328553;18.675443;0.528389
5.856915;36.850876;16.186754;0.077610
6.156504;33.497318;13.351871;0.114192
9.190140;11.417371;12.564633;39.25924
8.225087;23.503999;12.552492;1.403492
6.070836;11.579148;18.911094;10.64141
9.492907;32.515484;16.024509;0.868743
7.270225;35.222695;12.274680;0.166744
6.658198;16.952936;11.318894;2.007032
7.629745;16.285620;18.930924;6.793429
9.162063;29.195876;14.473125;1.047007
5.677078;28.795384;11.176101;0.126438
7.670423;38.407338;13.597380;0.161952
5.484620;37.519548;17.377126;0.059728
5.483127;10.020061;19.047120;12.71814
5.320862;21.106759;16.762783;0.505698
9.993715;31.899478;14.612223;1.050010
9.163115;14.594617;14.736847;17.04833
8.367322;18.102130;18.666776;6.347524
8.442028;14.461402;16.090213;13.91316
7.159767;18.006354;11.018036;2.052496
9.846508;34.694721;16.770131;0.812001
5.997482;19.420074;14.285086;0.969373
5.124761;28.892806;12.345682;0.091640
7.622241;26.803430;15.957805;0.778900
5.933791;11.180060;18.919124;11.17992
5.195389;34.963271;16.251403;0.059621
6.769446;20.485665;13.451551;1.196126
7.606654;38.793893;13.982620;0.154782
8.502517;16.773660;17.510738;8.610051
5.305543;15.794295;13.251778;1.258209
6.277681;34.788013;13.969980;0.111069
9.853207;25.098522;10.359266;1.833794
6.619983;32.872102;12.008101;0.147862
8.622804;12.860102;14.661127;22.06101
7.114456;33.629277;11.523938;0.172709
6.924489;39.356099;15.721754;0.113004
9.512003;17.960762;16.283168;9.539266
6.322076;25.789175;17.881964;0.482509
5.941042;21.152513;15.552925;0.722416
9.705992;21.645845;18.351913;5.526911
9.585866;33.548004;16.526937;0.822200
9.161602;11.847527;12.908482;34.35831
7.703332;27.991010;16.587342;0.710308
5.161107;38.735761;18.834961;0.044787
8.004247;36.119441;11.404468;0.205682
9.675762;28.456197;12.952608;1.291005
9.109540;17.774644;16.964017;8.716137
9.024904;10.599767;12.350035;48.30629
8.427913;26.548243;14.176336;1.073930
9.957538;39.564149;19.794356;0.593268
7.318348;12.704380;17.166225;14.07473
7.402875;14.211587;18.001975;9.870781
7.001929;16.326786;10.214000;2.574267
8.076606;32.333944;18.736084;0.544872
7.925288;36.633832;11.905312;0.195066
9.859433;27.430802;11.901669;1.480815
6.031743;14.604512;11.006189;2.386140
6.567900;24.613941;16.606828;0.628621
7.291296;22.323939;13.633368;1.157056
5.875447;16.615877;12.659690;1.475573
7.723461;22.029819;12.572958;1.416196
9.663571;36.428802;18.292059;0.676351
8.155681;10.179277;13.808156;42.35244
7.324202;10.491325;15.679146;27.72460
7.884382;34.407863;10.503145;0.216481
5.823870;13.696862;10.816835;2.634284
6.050439;15.535236;11.589279;1.987227
6.861816;34.659446;12.715999;0.146278
8.368670;16.390784;17.523182;8.868625
8.396372;21.750661;11.041029;1.827318
5.481711;23.938717;18.329055;0.376760
7.841039;28.805442;16.854883;0.690850
7.426280;36.949617;13.113852;0.160196
8.736036;32.815558;17.738300;0.665240
7.573901;24.458350;14.491099;0.994033
5.684906;32.847194;13.861650;0.093308
8.294149;31.429064;17.697744;0.640965
9.963654;30.157045;13.510721;1.200579
9.617994;30.683989;14.553338;1.047987
6.258030;22.723863;15.966516;0.685583
6.085849;27.188628;19.287387;0.362050
7.744542;19.885898;11.101516;1.903265
9.178741;22.245650;19.806284;4.277521
8.544979;17.209511;17.716382;8.020201
7.987195;13.089914;16.085553;16.60189
8.874806;30.576426;15.968005;0.845717
7.851279;18.771735;10.145266;2.313275
8.543377;10.538157;13.272017;42.67388
5.697516;16.226271;12.755815;1.445622
7.255023;16.198475;19.622270;5.882323
5.892747;34.751587;14.715565;0.091307
7.944104;33.346821;19.676340;0.473601
9.030781;13.465236;14.248596;21.46144
5.065595;14.536636;12.893234;1.417492
6.982531;39.616026;15.778955;0.114215
9.922295;37.119201;18.234878;0.695140
6.005921;11.668251;19.100325;9.984950
5.379130;27.499685;10.908196;0.119596
7.276725;14.327898;18.331816;9.083228
7.180376;32.422579;10.587633;0.190460
8.625322;22.920961;11.363329;1.698405
7.247724;23.115198;14.248018;1.027241
5.656234;34.208982;14.826854;0.083204
5.031540;14.797582;13.135307;1.309238
9.475827;25.625432;11.465301;1.597946
9.477309;23.898938;10.311342;1.900336
9.976595;17.261970;14.888124;12.36895
8.265893;23.511229;12.475700;1.421018
5.502706;17.875594;14.244985;0.954264
7.240382;13.786638;18.043662;10.22187
6.565284;36.001738;14.203924;0.117754
6.068088;24.447467;17.495468;0.496083
6.949906;33.929952;12.053490;0.158808
6.033266;39.600076;17.666852;0.071587
9.789598;29.427249;13.372303;1.221367
9.978919;12.143921;11.471442;38.92939
5.484830;24.183152;18.485775;0.365714
9.610702;32.969766;16.091774;0.867033
9.337008;37.401411;19.593592;0.568499
9.009576;13.831438;14.535140;19.48154
7.972592;34.925127;10.671568;0.216646
7.507062;14.997079;18.317262;8.565388
6.164300;28.433175;19.960183;0.329837
6.113647;10.192309;17.900912;17.25393
7.503626;26.999074;16.325464;0.727037
7.537608;30.591896;18.652715;0.513610
8.810259;25.340206;12.606287;1.373403
7.360685;32.412981;10.220617;0.203223
6.753505;33.199532;11.959345;0.153288
7.651606;27.339149;16.256221;0.744513
9.678986;31.178943;14.761324;1.022641
7.915019;13.929379;16.789548;13.03335
7.686930;25.829147;15.178905;0.888454
7.437617;38.261410;13.965705;0.149353
7.632707;39.802902;14.603187;0.147925
8.838126;14.073430;15.039369;17.41590
7.088307;25.676916;16.274662;0.705556
9.147201;17.448068;16.670977;9.378202
9.069152;31.584079;16.251082;0.824498
8.509886;29.190976;15.774212;0.850203
8.898211;23.314455;11.079881;1.752222
9.585386;35.260506;17.669566;0.720403
8.040672;32.662563;19.027032;0.522066
8.457134;12.439633;14.712153;23.39775
5.689740;20.196737;15.418346;0.724848
9.824658;20.304120;17.220097;7.031245
5.994198;39.416869;17.622850;0.070882
7.997515;13.865161;16.581745;13.66712
5.275997;25.109387;19.520931;0.284724
7.003612;37.472105;14.307513;0.130832
9.437465;22.936049;19.749103;4.218276
6.395219;18.698485;13.008552;1.327246
6.042123;30.098274;11.314604;0.137567
8.267149;10.496460;13.796675;39.51859
9.207785;37.497452;19.916065;0.541019
6.118260;17.923882;13.046067;1.320667
6.083423;34.682022;14.287835;0.101450
9.542587;34.016673;16.925942;0.782395
7.527915;27.798508;16.809843;0.674921
6.938219;35.033536;12.812585;0.147587
5.667050;38.558733;17.705055;0.062176
7.615910;24.848989;14.667507;0.965521
6.512388;30.311697;10.516355;0.167621
7.851100;30.536446;17.988764;0.587066
7.561396;22.607695;13.282338;1.239442
8.650265;32.072358;17.414376;0.688003
8.381159;38.618320;12.316563;0.204375
9.512288;35.668542;18.087785;0.683135
8.400559;39.797174;13.063665;0.194051
5.951472;25.353819;18.332935;0.416025
7.890612;26.467005;15.196780;0.895764
6.337629;16.735085;11.814799;1.811248
5.541550;11.385687;19.840692;8.292832
5.827122;18.210435;13.819381;1.080642
5.111364;30.516982;13.455259;0.079492
8.387206;39.664621;13.002002;0.194484
9.466390;22.334516;19.290230;4.638448
7.707166;25.993543;15.248030;0.879352
5.423907;29.995572;12.482566;0.100053
7.678968;16.694954;19.105368;6.369989
6.543410;31.175027;11.029865;0.160182
5.812744;21.475045;16.024542;0.642173
7.084688;17.303594;10.699686;2.240556
9.749893;35.727426;17.651832;0.730863
8.214141;14.403099;16.507118;13.00259
8.283766;22.480458;11.752773;1.615212
6.872896;23.831106;15.474945;0.798939
9.419781;25.332687;11.382230;1.621995
8.229833;10.763958;14.049640;35.73776
6.514447;31.879020;11.557119;0.150844
7.754702;19.391407;10.751534;2.049140
7.545721;31.660243;19.348721;0.466555
6.619286;29.649560;19.861134;0.368932
7.130933;36.550543;13.438496;0.145814
7.842836;30.632243;18.069157;0.579918
6.282302;38.465467;16.412374;0.087702
8.072998;14.948809;17.153211;10.86502
5.189572;12.126117;11.038268;2.758876
5.895738;29.831938;11.429816;0.130567
7.039475;28.124379;18.003970;0.527868
6.443499;21.685800;14.903534;0.866766
6.481910;13.748327;19.535065;7.189780
9.596956;14.067987;13.518079;21.79489
9.324524;39.755568;11.187996;0.253066
9.113000;21.005100;19.110733;5.044291
8.099836;16.200965;17.934304;8.345651
5.853670;17.312798;13.167859;1.283237
5.215001;21.887838;17.495223;0.421339
8.155785;19.979478;10.341416;2.139722
5.820579;37.832831;16.914063;0.071252
6.651870;35.589366;13.755838;0.125798
8.376258;18.688480;19.039805;5.724094
9.118680;14.021101;14.443375;19.23645
9.848947;21.103554;17.704476;6.256307
5.394810;13.858509;11.782720;2.016507
9.854306;27.083688;11.680513;1.525997
5.531221;17.545395;13.967820;1.029083
6.762495;34.584271;12.864524;0.140843
9.636959;26.133346;11.481646;1.582637
9.277630;10.127236;11.529565;60.44037
6.777368;18.241252;11.939431;1.695879
8.961378;23.285633;10.934333;1.787604
6.282456;34.904584;14.038145;0.110467
6.886112;17.918153;11.506546;1.870692
8.196770;15.962412;17.581401;9.104207
5.344891;34.806762;15.848059;0.066260
9.718343;27.085525;11.953665;1.476940
8.410617;14.835145;16.402196;12.61781
7.984285;27.578192;15.750224;0.825772
8.829063;32.051516;17.042885;0.732545
5.314208;34.715811;15.848791;0.065440
9.276819;20.208398;18.251962;6.038000
6.811428;36.161604;13.818214;0.130335
8.384432;11.871193;14.478597;26.82018
6.235468;35.009155;14.201834;0.107176
5.061500;27.426700;11.494801;0.099930
6.215788;17.407058;12.506463;1.515891
7.760164;17.548026;19.511690;5.559300
5.636893;24.722326;18.541098;0.374644
5.114305;38.202135;18.572814;0.045007
7.430097;15.167661;18.584913;7.971064
6.657895;11.943268;17.979722;12.92967
6.263996;15.353209;11.040814;2.279617
7.409253;12.931127;17.135578;13.75250
9.862577;36.289654;17.801281;0.725016
9.378445;10.702928;11.711729;51.38967
8.427041;27.639141;14.905346;0.960970
6.770340;18.546006;12.156658;1.609415
6.736123;32.692034;11.655777;0.157239
7.988530;13.548556;16.388644;14.74860
5.751080;30.920072;12.444554;0.111619
6.310502;20.364538;14.288687;0.982829
5.552613;25.992771;19.556622;0.304679
6.618108;29.704702;19.900251;0.366668
5.262107;19.883127;16.064538;0.588456
7.482121;38.400166;13.969201;0.150794
5.199454;18.843743;15.496920;0.670548
7.710844;36.149834;12.011534;0.186019
6.127754;33.793156;13.606595;0.110287
8.768109;26.198338;13.262674;1.240873
8.381494;29.115439;15.980639;0.819018
7.443053;12.477653;16.765663;15.80515
7.230716;34.309646;11.744999;0.173360
9.326722;27.927962;13.298531;1.233487
5.506371;13.117020;11.065272;2.560346
7.375051;25.380968;15.503876;0.824804
6.564830;22.526876;15.221591;0.819267
5.734247;12.149909;19.964778;7.378452
8.613479;26.094399;13.502642;1.195469
5.333310;26.431808;10.287919;0.127662
8.638518;19.676630;19.174050;5.306777
7.771058;39.997368;14.456131;0.154280
6.125602;19.861945;14.323425;0.966705
9.522654;27.931211;12.908832;1.300446
6.847533;34.959576;12.944651;0.142685
5.119473;16.297984;13.959710;1.013771
7.697382;17.932424;19.893519;5.031720
8.873202;31.973457;16.902567;0.748380
7.023534;21.628500;13.705264;1.136664
8.818325;15.259484;15.869672;13.17887
6.917850;17.167621;10.942714;2.149993
7.948003;18.539519;19.797007;4.982278
6.674494;22.143111;14.746419;0.908234
9.995755;24.029637;19.361580;4.319578
8.077983;11.131444;14.598331;30.13806
9.003706;24.351273;11.560104;1.610472
8.724206;34.215627;18.695340;0.590207
5.193319;16.456903;13.917963;1.029559
8.122326;31.988066;18.414059;0.571740
8.753347;36.608989;10.232632;0.249934
9.862046;18.582957;15.997880;9.450540
8.504944;21.257224;10.494929;2.004087
6.632409;23.754870;15.905095;0.721440
6.868784;38.523988;15.278424;0.115790
6.732811;19.086695;12.592175;1.453565
9.987044;12.690008;11.819250;33.74939
9.427179;17.633622;16.234722;9.876106
6.937274;27.425247;17.742282;0.542568
6.902883;39.814107;16.070306;0.108941
7.487526;20.908686;12.297405;1.507666
7.813615;28.176052;16.490138;0.727981
7.692794;25.489233;14.940567;0.924838
8.156861;32.451607;18.654016;0.556203
6.402813;16.260225;11.367858;2.036831
9.350012;33.871926;17.214593;0.746117
7.980023;30.922703;17.988423;0.595834
5.184900;10.502593;19.965262;8.832746
6.029958;38.061560;16.647790;0.078807
9.770576;34.745126;16.955599;0.791385
5.142633;13.585143;12.104828;1.852681
9.784739;30.467742;14.075683;1.116750
6.326252;26.870286;18.594353;0.427002
5.687310;24.521334;18.306270;0.395970
7.309429;28.533672;17.736923;0.570468
6.850259;19.030717;12.319960;1.541890
5.433491;20.575920;16.183632;0.587634
5.768558;30.334542;12.019244;0.117757
7.234960;20.280009;12.383419;1.495424
6.248739;26.796519;18.700201;0.413325
6.502665;28.765747;19.505168;0.380829
8.650845;31.165341;16.808536;0.744873
6.371511;16.069973;11.303628;2.081693
7.611921;20.161843;11.550719;1.749145
9.860132;29.485410;13.270010;1.237492
5.471264;17.848851;14.290039;0.941231
5.133574;38.419406;18.679122;0.044923
6.138648;26.242498;18.551036;0.415160
9.256818;21.337957;19.045001;5.025659
7.789843;18.844516;10.316657;2.244650
6.860489;32.269568;11.125401;0.170042
5.692294;38.664363;17.724987;0.062671
5.760108;30.507178;12.151236;0.115709
6.970320;32.159350;10.832261;0.178815
9.536008;10.719814;11.407859;53.16911
6.004710;27.083432;19.379534;0.350185
9.225056;31.678388;16.002146;0.858775
9.791142;26.087912;11.142991;1.647963
5.271681;15.882886;13.378561;1.210799
5.645743;30.157711;12.146987;0.111800
5.097960;20.208740;16.609907;0.502455
8.818806;23.848680;11.594842;1.615993
7.694247;36.154068;12.047550;0.184894
5.422744;21.711777;16.962364;0.493079
7.979692;28.402923;16.309230;0.758399
8.968607;16.141246;16.156949;11.46734
8.535794;31.712672;17.403527;0.681987
7.817634;36.735890;12.188659;0.187018
9.322980;35.221198;18.168171;0.665977
5.018525;29.493271;12.958464;0.081526
6.299320;38.510775;16.408543;0.088216
9.218486;22.355466;19.800006;4.265860
7.192219;37.353613;13.851303;0.142602
5.688535;10.628728;19.042082;11.63509
5.400218;21.048360;16.565138;0.536058
8.836681;29.743345;15.488869;0.900418
6.442104;22.106079;15.186510;0.817330
5.080873;15.327390;13.389848;1.205708
8.296729;12.966197;15.384006;19.20048
5.931549;38.411375;17.077819;0.073011
9.216438;35.452520;18.535471;0.632222
6.841375;14.680205;19.437387;6.829400
5.928082;29.164637;10.920261;0.139534
8.240115;29.217043;16.331132;0.771198
7.910087;12.475558;15.830198;19.04766
9.450339;14.920780;14.379841;17.22854
9.024632;39.960564;11.924446;0.231927
9.355933;34.710936;17.762092;0.699951
6.151301;23.801520;16.898411;0.563010
6.304719;11.450240;18.357389;12.56532
7.625202;27.352329;16.317814;0.735671
5.642349;34.488008;15.040642;0.080922
5.496877;24.451656;18.640683;0.355986
6.589217;30.122298;10.236432;0.175304
6.150779;16.587778;12.090293;1.703700
7.683860;14.917067;17.910325;9.390669
5.956598;35.011273;14.760986;0.092813
5.948767;34.358196;14.341264;0.096689
9.632229;31.758920;15.241489;0.962165
5.891524;23.344164;17.113061;0.518591
6.935471;26.136179;16.886512;0.625191
7.315941;11.683516;16.490463;18.87541
6.815668;31.021300;10.382865;0.180947
9.238293;31.844686;16.086537;0.850293
6.490523;20.333741;13.908115;1.076915
7.642003;19.914102;11.325396;1.830525
8.500075;11.310750;13.873684;32.93895
5.071573;29.878450;13.109155;0.081670
6.570102;21.110990;14.267123;0.998410
5.699328;20.976468;15.918990;0.647660
9.562606;14.977353;14.193023;17.55926
9.144184;26.350998;12.612298;1.363596
6.494413;23.121716;15.758985;0.732117
9.340132;17.471511;16.300743;9.914654
6.429306;34.705191;13.611516;0.120153
8.256585;15.528535;17.172520;10.22110
7.890724;34.684043;10.674582;0.213791
9.454132;16.937024;15.716418;11.36162
7.512657;19.236219;11.132166;1.930127
8.529353;23.482143;11.929389;1.547937
9.943976;16.180682;14.232503;15.11547
9.179861;37.001736;19.641435;0.555889
6.666332;22.934370;15.290249;0.814511
8.018262;33.770958;19.810782;0.470510
7.393323;12.140942;16.640650;17.03775
5.656972;14.022767;11.367901;2.243613
8.721609;37.903810;11.159323;0.233849
5.603002;17.231314;13.614871;1.135136
9.537756;34.040949;16.951788;0.779782
7.716358;16.131293;18.654813;7.275082
7.880083;34.732073;10.727883;0.212528
5.493338;27.747883;10.845246;0.124745
5.448644;23.568470;18.148359;0.387516
7.405205;29.622033;18.270946;0.533067
8.996078;22.275195;10.191307;2.020327
6.900497;33.769005;12.045009;0.157197
5.025707;23.658905;19.054523;0.290272
6.689789;37.319951;14.833723;0.114841
6.749592;18.883303;12.423018;1.511729
5.268084;32.561456;14.504803;0.074650
5.950265;13.610030;10.506157;2.859699
8.953059;20.082115;18.815292;5.537386
7.785831;23.599946;13.494970;1.192184
5.451974;12.825052;10.979421;2.671518
6.742113;36.472887;14.164366;0.123955
8.481019;11.001330;13.705516;36.03211
9.147936;21.366292;19.281657;4.827384
6.156745;16.980145;12.339940;1.589925
5.159911;35.417108;16.624917;0.056384
7.894194;11.059243;14.917773;28.83016
9.793136;20.233024;17.235744;7.045913
6.502466;28.074248;19.044568;0.409702
8.436110;25.121978;13.209098;1.252529
6.102876;18.276777;13.312100;1.234122
5.947548;17.163482;12.880558;1.384738
7.755609;29.134444;17.245077;0.646591
5.649608;28.749146;11.200214;0.125083
8.797406;37.250343;10.572083;0.245809
6.844970;29.703743;19.445888;0.409927
5.833551;16.310974;12.540214;1.529554
8.920394;22.010291;10.166073;2.043838
7.897072;34.079436;10.258813;0.221109
5.533817;35.837500;16.157366;0.069063
8.853744;14.979697;15.612310;14.18645
7.819245;26.244395;15.191107;0.893147
9.069268;27.229470;13.347777;1.224949
8.695540;12.782529;14.463939;23.05900
9.089208;33.499683;17.488039;0.707544
5.344054;35.196316;16.109435;0.064395
9.528809;10.936186;11.566507;49.61769
8.230878;31.869631;18.117997;0.602018
6.200935;37.364092;15.840859;0.090221
7.704540;38.053722;13.293400;0.167214
7.244573;26.674762;16.627363;0.675368
7.579088;19.872113;11.423232;1.801466
5.990917;36.098568;15.417211;0.087809
